ID,Raca,Breed Size,Sexo,Idade,Spay/Neuter Status,Nivel_Atividade_Pet,Dieta_Atual,Marca_Racao,Other Pets in Household,Medicamentos,Convulsoes,Horas_Sono,Tempo_Brincadeira_Horas,Nivel_Atividade_Dono,Visitas_Anuais_Veterinario,Average Temperature (F),Synthetic,Status_Saude,peso_kg,caminhada_diaria_km,porte_animal,calorias_diarias_RER
3793,10,0,0,7.0,0,3,1,3,1,0,0,12.0,2.0,1,0.0,69.0,0,1,32.66,4.83,0,956.34
3794,15,2,1,3.0,0,0,3,8,0,0,1,10.0,1.0,2,0.0,78.0,0,1,25.85,0.0,0,802.5
3795,1,2,0,13.0,2,3,0,7,1,0,0,11.0,2.0,3,1.0,62.0,0,1,22.68,6.44,1,727.5
3796,15,2,0,4.0,0,2,2,7,1,0,0,11.0,2.0,3,3.0,59.0,0,1,33.11,6.44,0,966.2
3797,4,2,0,13.0,0,1,2,2,0,0,0,12.0,3.0,2,3.0,61.0,0,1,28.12,3.22,0,854.79
3798,15,2,1,12.0,1,3,1,0,0,1,0,11.0,2.0,1,1.0,74.0,0,1,22.68,6.44,1,727.5
3799,15,2,0,11.0,1,0,1,4,0,1,0,12.0,2.0,1,1.0,62.0,0,1,21.32,1.61,1,694.53
3800,14,1,0,7.0,2,2,1,8,1,0,0,11.0,2.0,3,1.0,85.0,0,1,13.15,6.44,1,483.38
3801,15,2,0,6.0,1,0,0,7,0,1,0,13.0,2.0,3,2.0,91.0,0,1,4.54,3.22,2,217.72
3802,15,2,1,5.0,0,0,3,3,0,0,0,10.0,3.0,0,0.0,63.0,0,1,28.58,4.83,0,865.26
3803,14,1,0,4.0,2,3,2,2,0,1,0,11.0,2.0,0,1.0,44.0,0,1,26.31,6.44,0,813.18
3804,11,3,1,8.0,0,0,0,7,1,1,0,11.0,0.0,2,2.0,90.0,0,1,22.68,4.83,1,727.5
3805,6,0,1,11.0,2,0,1,4,1,1,0,11.0,1.0,3,2.0,73.0,0,0,15.88,1.61,1,556.85
3806,8,0,0,3.0,0,0,1,8,1,0,0,13.0,2.0,3,1.0,51.0,0,1,13.15,4.83,1,483.38
3807,14,1,0,2.0,1,3,1,0,1,0,0,11.0,1.0,3,3.0,75.0,0,1,24.49,3.22,1,770.62
3808,5,2,0,3.0,2,2,1,5,0,1,0,12.0,1.0,1,3.0,70.0,0,1,22.68,6.44,1,727.5
3809,3,1,0,2.0,2,1,1,8,1,0,0,9.0,0.0,3,2.0,65.0,0,1,26.31,1.61,0,813.18
3810,7,0,1,9.0,2,3,3,6,0,1,0,8.0,1.0,3,4.0,95.0,0,0,6.8,0.0,2,294.77
3811,11,2,1,1.0,2,0,3,0,0,0,0,12.0,1.0,2,0.0,61.0,0,0,17.69,8.05,1,603.8
3812,10,0,1,2.0,2,1,3,1,1,1,1,11.0,2.0,3,1.0,60.0,0,0,22.68,3.22,1,727.5
3813,9,0,0,6.0,2,3,3,4,1,0,0,11.0,2.0,1,4.0,,0,1,20.87,4.83,1,683.5
3814,9,0,0,2.0,2,2,3,4,1,1,0,8.0,2.0,1,1.0,35.0,0,0,18.6,6.44,1,626.95
3815,3,1,1,7.0,2,3,3,6,0,0,0,12.0,2.0,1,1.0,64.0,0,1,27.67,4.83,0,844.51
3816,4,2,1,13.0,1,0,1,6,0,1,0,10.0,2.0,0,1.0,69.0,0,1,27.67,6.44,0,844.51
3817,2,1,1,2.0,1,2,1,1,0,0,0,9.0,3.0,2,1.0,95.0,0,1,31.3,4.83,0,926.31
3818,15,2,0,5.0,2,0,0,7,1,1,0,9.0,0.0,1,0.0,75.0,0,1,33.57,4.83,0,976.25
3819,14,1,1,5.0,0,2,3,3,0,0,0,9.0,1.0,3,0.0,31.0,0,1,19.96,3.22,1,661.03
3820,6,0,1,11.0,0,0,2,0,1,1,0,13.0,1.0,0,0.0,79.0,0,0,13.15,1.61,1,483.38
3821,0,1,1,7.0,2,0,3,1,0,1,0,9.0,2.0,0,2.0,91.0,0,1,24.49,1.61,1,770.62
3822,8,0,1,8.0,2,3,0,7,1,0,0,10.0,2.0,2,1.0,32.0,0,1,9.07,4.83,2,365.85
3823,6,0,1,6.0,0,0,1,3,1,0,0,13.0,3.0,1,0.0,46.0,0,1,36.29,8.05,0,1035.0
3824,9,0,1,7.0,1,1,3,5,1,1,0,10.0,1.0,0,1.0,80.0,0,1,14.51,3.22,1,520.41
3825,2,1,0,11.0,1,0,0,7,1,0,0,10.0,2.0,0,0.0,42.0,0,1,24.95,4.83,1,781.45
3826,5,2,0,4.0,1,1,3,8,1,1,0,8.0,3.0,3,4.0,79.0,0,1,26.31,3.22,0,813.18
3827,15,2,0,12.0,0,0,0,7,1,0,0,10.0,1.0,1,0.0,64.0,0,1,16.78,4.83,1,580.35
3828,8,0,0,7.0,1,3,3,3,0,1,0,13.0,2.0,2,0.0,93.0,0,1,19.96,4.83,1,661.03
3829,5,2,1,9.0,0,1,1,4,1,0,1,12.0,1.0,3,1.0,96.0,0,1,23.59,1.61,1,749.28
3830,12,0,0,7.0,2,2,2,3,1,0,0,10.0,2.0,3,0.0,52.0,0,0,39.46,8.05,0,1102.09
3831,11,2,0,9.0,1,2,1,5,1,1,1,10.0,1.0,3,2.0,84.0,0,0,24.04,1.61,1,759.97
3832,7,0,1,6.0,0,1,0,7,1,1,0,10.0,2.0,2,3.0,61.0,0,1,19.05,4.83,1,638.29
3833,13,2,1,2.0,1,1,2,3,0,0,0,11.0,2.0,0,1.0,,0,1,24.95,1.61,1,781.45
3834,8,0,1,7.0,1,2,3,8,1,0,0,8.0,2.0,0,2.0,,0,1,15.88,4.83,1,556.85
3835,12,0,1,2.0,0,0,0,7,0,1,0,10.0,2.0,1,0.0,61.0,0,0,4.54,4.83,2,217.72
3836,8,0,0,3.0,2,0,1,8,1,1,0,13.0,4.0,2,2.0,55.0,0,1,13.61,4.83,1,496.01
3837,14,1,1,11.0,0,0,1,4,1,1,0,10.0,2.0,0,0.0,,0,0,27.67,1.61,0,844.51
3838,4,2,0,2.0,1,0,3,3,0,0,0,9.0,3.0,1,0.0,79.0,0,1,13.15,6.44,1,483.38
3839,6,0,0,6.0,1,2,1,4,0,0,0,12.0,1.0,3,2.0,71.0,0,1,28.58,9.66,0,865.26
3840,6,0,1,8.0,1,1,3,2,1,0,0,10.0,1.0,3,0.0,64.0,0,1,24.49,4.83,1,770.62
3841,4,2,1,1.0,0,1,3,2,1,1,1,10.0,1.0,0,0.0,80.0,0,0,18.6,1.61,1,626.95
3842,4,2,1,4.0,1,1,2,5,0,0,0,12.0,0.0,3,2.0,58.0,0,1,31.3,3.22,0,926.31
3843,15,2,0,7.0,1,0,3,5,0,1,0,13.0,2.0,1,1.0,58.0,0,1,16.33,0.0,1,568.64
3844,3,1,1,1.0,2,0,3,1,1,0,0,10.0,1.0,2,0.0,87.0,0,0,18.14,1.61,1,615.28
3845,8,0,1,5.0,1,3,3,5,1,1,0,11.0,0.0,3,2.0,91.0,0,1,27.22,4.83,0,834.19
3846,9,0,1,6.0,0,0,1,2,1,0,1,10.0,2.0,3,2.0,51.0,0,1,25.85,1.61,0,802.5
3847,14,1,0,4.0,2,0,2,0,2,1,0,12.0,2.0,0,2.0,72.0,0,1,16.33,4.83,1,568.64
3848,11,2,0,7.0,1,0,0,7,1,0,0,9.0,0.0,0,2.0,70.0,0,1,22.68,6.44,1,727.5
3849,7,0,1,8.0,2,3,2,5,1,1,0,9.0,0.0,3,4.0,54.0,0,1,16.78,1.61,1,580.35
3850,2,1,0,9.0,0,0,3,6,1,1,0,11.0,3.0,3,2.0,74.0,0,0,21.32,4.83,1,694.53
3851,4,2,1,1.0,1,1,2,6,0,0,0,12.0,1.0,1,2.0,40.0,0,1,16.78,1.61,1,580.35
3852,2,1,1,10.0,0,0,1,1,1,0,0,10.0,2.0,2,0.0,57.0,0,1,18.6,3.22,1,626.95
3853,8,0,1,6.0,1,0,1,3,0,0,0,10.0,1.0,3,1.0,53.0,0,1,23.59,4.83,1,749.28
3854,1,2,0,1.0,0,0,2,3,0,1,0,10.0,2.0,1,0.0,38.0,0,0,28.58,8.05,0,865.26
3855,15,2,0,4.0,0,2,0,7,0,0,0,11.0,2.0,3,1.0,66.0,0,1,30.39,6.44,0,906.04
3856,10,0,0,11.0,2,0,1,3,0,1,0,11.0,4.0,2,1.0,74.0,0,0,24.95,4.83,1,781.45
3857,6,0,0,11.0,2,1,2,6,0,0,0,10.0,4.0,3,1.0,53.0,0,0,33.11,4.83,0,966.2
3858,15,2,0,12.0,1,1,1,0,0,0,0,10.0,2.0,2,1.0,69.0,0,1,20.41,4.83,1,672.17
3859,12,0,0,13.0,0,3,2,6,1,0,0,10.0,1.0,3,2.0,60.0,0,1,23.13,0.0,1,738.29
3860,14,1,0,4.0,2,1,3,5,0,1,0,12.0,1.0,3,0.0,69.0,0,0,15.42,6.44,1,544.7
3861,4,2,1,9.0,1,1,3,8,1,0,0,12.0,1.0,3,1.0,72.0,0,1,23.59,4.83,1,749.28
3862,0,1,1,3.0,1,3,3,3,0,0,0,12.0,0.0,0,0.0,78.0,0,1,18.6,0.0,1,626.95
3863,4,2,1,12.0,1,2,1,8,1,1,1,13.0,3.0,3,0.0,79.0,0,0,23.59,3.22,1,749.28
3864,2,3,0,12.0,0,2,2,3,1,0,0,13.0,1.0,3,1.0,60.0,0,1,24.49,6.44,1,770.62
3865,5,2,1,3.0,2,0,3,4,0,0,0,10.0,1.0,2,1.0,68.0,0,1,25.4,4.83,0,792.0
3866,7,0,0,12.0,2,2,2,1,1,1,0,13.0,1.0,3,1.0,38.0,0,0,16.33,3.22,1,568.64
3867,7,0,1,5.0,2,0,2,1,1,0,0,10.0,0.0,3,3.0,58.0,0,1,13.61,1.61,1,496.01
3868,4,2,1,9.0,2,0,1,4,0,0,0,11.0,4.0,0,1.0,68.0,0,1,15.42,3.22,1,544.7
3869,9,0,0,12.0,0,0,3,4,1,1,0,12.0,3.0,3,2.0,70.0,0,0,13.61,4.83,1,496.01
3870,15,2,1,9.0,2,1,1,7,1,1,0,12.0,2.0,3,3.0,,0,1,29.03,1.61,0,875.45
3871,7,0,1,8.0,1,1,1,5,1,0,0,12.0,2.0,3,3.0,46.0,0,1,26.76,4.83,0,823.59
3872,6,0,1,4.0,2,1,3,6,0,0,0,12.0,2.0,3,2.0,61.0,0,1,14.51,1.61,1,520.41
3873,15,2,1,12.0,2,1,1,3,0,0,0,8.0,2.0,3,4.0,91.0,0,1,14.06,4.83,1,508.26
3874,15,2,1,9.0,2,2,2,2,1,0,0,9.0,2.0,1,1.0,70.0,0,0,28.12,4.83,0,854.79
3875,12,0,1,4.0,1,2,3,2,1,0,0,12.0,2.0,1,1.0,83.0,0,1,27.22,3.22,0,834.19
3876,6,0,1,10.0,2,0,0,7,1,1,0,9.0,1.0,2,2.0,100.0,0,0,27.22,8.05,0,834.19
3877,5,2,1,13.0,1,1,0,7,1,0,0,10.0,3.0,0,1.0,76.0,0,1,14.97,0.0,1,532.74
3878,12,0,0,9.0,1,1,0,7,0,1,1,8.0,4.0,2,3.0,81.0,0,0,10.89,0.0,1,419.63
3879,6,0,1,6.0,1,0,3,8,1,1,0,13.0,1.0,3,2.0,54.0,0,1,19.5,1.61,1,649.57
3880,0,1,0,1.0,1,0,3,1,0,1,0,11.0,2.0,1,0.0,65.0,0,0,24.49,3.22,1,770.62
3881,14,1,1,8.0,0,0,0,7,1,1,0,11.0,1.0,1,3.0,53.0,0,1,25.85,4.83,0,802.5
3882,7,0,0,8.0,1,1,3,2,1,1,0,11.0,1.0,1,1.0,51.0,0,1,23.59,4.83,1,749.28
3883,14,1,1,4.0,2,2,0,7,1,0,0,10.0,0.0,3,1.0,61.0,0,1,25.85,4.83,0,802.5
3884,8,0,1,12.0,2,3,0,7,0,0,0,10.0,1.0,3,0.0,52.0,0,1,24.04,0.0,1,759.97
3885,3,1,1,12.0,1,0,0,7,0,1,0,10.0,1.0,0,1.0,54.0,1,1,23.59,4.83,1,749.28
3886,15,2,1,11.0,1,2,3,3,0,0,0,11.0,1.0,3,1.0,73.0,0,1,22.68,3.22,1,727.5
3887,11,2,1,3.0,1,2,2,0,1,0,0,10.0,1.0,1,1.0,71.0,0,1,21.32,8.05,1,694.53
3888,14,1,1,2.0,0,3,2,6,1,1,0,13.0,2.0,3,0.0,86.0,1,1,24.95,1.61,1,781.45
3889,12,0,0,12.0,1,0,1,1,0,1,0,13.0,0.0,3,1.0,62.0,0,1,16.33,6.44,1,568.64
3890,14,1,0,7.0,2,0,3,5,1,0,0,10.0,2.0,2,3.0,61.0,0,1,20.87,1.61,1,683.5
3891,0,1,0,11.0,0,0,0,7,0,0,0,8.0,3.0,1,0.0,78.0,0,1,27.67,0.0,0,844.51
3892,1,2,0,12.0,2,0,2,8,0,0,0,8.0,2.0,3,1.0,58.0,0,0,29.48,3.22,0,885.61
3893,9,0,0,13.0,0,0,1,6,0,0,1,11.0,1.0,0,0.0,74.0,0,1,30.84,6.44,0,916.08
3894,3,1,1,2.0,1,0,0,7,1,0,1,13.0,2.0,2,1.0,73.0,0,1,35.83,1.61,0,1025.14
3895,10,0,0,10.0,1,2,3,5,0,0,0,11.0,4.0,3,2.0,68.0,0,1,16.33,8.05,1,568.64
3896,6,0,1,8.0,0,3,3,3,0,1,0,13.0,1.0,3,2.0,54.0,0,1,27.22,1.61,0,834.19
3897,7,0,1,10.0,0,3,3,0,1,1,0,12.0,1.0,1,1.0,77.0,0,1,31.3,8.05,0,926.31
3898,5,2,1,6.0,1,2,3,1,0,0,0,11.0,1.0,3,4.0,72.0,0,1,30.84,6.44,0,916.08
3899,15,2,0,11.0,1,0,3,2,1,0,0,11.0,2.0,0,2.0,51.0,0,1,33.57,3.22,0,976.25
3900,3,1,1,4.0,1,2,2,7,1,1,0,9.0,0.0,3,2.0,,0,1,12.25,4.83,1,458.35
3901,1,2,1,9.0,2,0,3,1,1,0,0,12.0,2.0,3,3.0,50.0,0,0,21.77,0.0,1,705.49
3902,12,0,1,1.0,1,1,0,7,0,0,0,10.0,2.0,1,4.0,62.0,0,1,25.4,6.44,0,792.0
3903,10,0,0,6.0,2,1,3,7,1,0,0,9.0,2.0,0,2.0,54.0,0,1,27.67,4.83,0,844.51
3904,15,2,0,6.0,2,3,1,6,0,0,0,12.0,2.0,3,0.0,80.0,0,1,22.23,1.61,1,716.64
3905,1,2,0,7.0,1,0,1,0,0,0,0,13.0,2.0,3,2.0,47.0,0,1,24.04,4.83,1,759.97
3906,4,2,0,1.0,0,0,1,4,0,1,0,10.0,0.0,3,0.0,55.0,0,0,27.22,1.61,0,834.19
3907,0,1,1,12.0,0,0,3,6,0,0,1,12.0,0.0,3,2.0,57.0,0,1,26.31,3.22,0,813.18
3908,7,0,0,7.0,1,1,0,7,0,1,0,12.0,2.0,3,1.0,91.0,0,1,19.96,1.61,1,661.03
3909,6,0,0,8.0,0,2,2,6,1,0,0,10.0,2.0,0,3.0,87.0,0,1,27.67,6.44,0,844.51
3910,11,2,1,1.0,0,2,2,8,0,0,0,10.0,1.0,3,0.0,78.0,0,0,28.12,8.05,0,854.79
3911,11,2,1,5.0,2,3,0,7,1,1,0,12.0,3.0,0,1.0,,0,1,19.96,3.22,1,661.03
3912,2,1,1,7.0,1,2,1,2,0,1,0,10.0,2.0,0,1.0,80.0,0,1,22.23,8.05,1,716.64
3913,8,0,0,1.0,1,1,2,3,1,1,0,9.0,1.0,1,4.0,65.0,0,0,16.33,3.22,1,568.64
3914,8,0,1,8.0,2,0,2,3,1,1,0,14.0,0.0,3,0.0,65.0,0,0,40.37,4.83,0,1121.09
3915,0,1,0,13.0,1,0,3,3,0,1,1,10.0,2.0,3,0.0,64.0,0,0,20.41,1.61,1,672.17
3916,12,0,1,1.0,1,0,3,8,1,0,0,10.0,3.0,3,3.0,60.0,0,1,13.15,1.61,1,483.38
3917,5,2,1,7.0,2,0,0,7,0,0,0,10.0,3.0,3,1.0,47.0,0,1,18.14,3.22,1,615.28
3918,14,1,0,13.0,1,0,1,1,1,1,0,9.0,2.0,1,2.0,69.0,0,1,32.66,3.22,0,956.34
3919,11,2,1,7.0,1,0,3,2,1,1,0,10.0,1.0,3,1.0,69.0,0,1,25.85,6.44,0,802.5
3920,5,2,0,4.0,2,3,3,1,1,1,0,13.0,1.0,3,2.0,49.0,0,1,29.94,4.83,0,895.96
3921,0,1,1,4.0,2,1,3,3,0,1,0,12.0,1.0,1,0.0,44.0,0,0,27.22,3.22,0,834.19
3922,2,1,1,7.0,2,0,2,3,1,1,0,10.0,4.0,3,1.0,100.0,0,1,26.31,3.22,0,813.18
3923,15,2,1,10.0,1,1,0,7,1,1,0,10.0,3.0,3,0.0,88.0,0,0,29.48,3.22,0,885.61
3924,3,1,0,1.0,1,2,3,8,0,1,0,11.0,3.0,1,0.0,69.0,0,0,18.6,4.83,1,626.95
3925,8,0,0,7.0,0,1,2,8,2,1,0,11.0,0.0,3,1.0,73.0,0,0,26.31,4.83,0,813.18
3926,11,2,0,3.0,0,0,0,7,1,0,0,14.0,3.0,1,1.0,61.0,0,1,21.32,4.83,1,694.53
3927,1,2,0,5.0,1,0,1,0,1,1,0,13.0,1.0,2,2.0,84.0,0,1,15.42,0.0,1,544.7
3928,2,1,0,11.0,2,0,2,2,0,1,0,9.0,2.0,3,1.0,56.0,0,0,8.62,4.83,2,352.15
3929,12,0,0,13.0,2,0,3,5,1,0,0,12.0,2.0,3,1.0,66.0,0,1,21.77,8.05,1,705.49
3930,6,0,1,3.0,0,0,2,3,0,1,0,11.0,1.0,2,2.0,,0,1,27.22,3.22,0,834.19
3931,5,2,0,6.0,0,0,0,7,1,1,0,14.0,2.0,3,4.0,74.0,0,1,22.68,4.83,1,727.5
3932,15,2,0,6.0,0,1,0,7,1,1,0,11.0,2.0,2,1.0,62.0,0,1,15.42,3.22,1,544.7
3933,6,0,0,11.0,1,3,2,3,0,1,0,12.0,2.0,3,3.0,46.0,0,1,28.58,0.0,0,865.26
3934,6,0,1,11.0,2,0,2,0,1,1,0,10.0,2.0,3,2.0,61.0,0,0,29.48,6.44,0,885.61
3935,5,2,1,11.0,2,0,1,3,1,0,0,13.0,1.0,2,1.0,75.0,0,1,21.77,3.22,1,705.49
3936,6,0,0,4.0,0,0,3,8,1,0,0,13.0,1.0,3,0.0,54.0,0,1,21.77,4.83,1,705.49
3937,10,0,1,3.0,0,2,2,1,1,0,0,12.0,0.0,2,2.0,86.0,1,1,12.25,6.44,1,458.35
3938,10,0,0,11.0,1,1,2,8,1,1,0,10.0,2.0,2,0.0,45.0,0,1,28.58,6.44,0,865.26
3939,10,0,1,4.0,0,2,3,5,0,0,0,12.0,1.0,3,2.0,100.0,0,1,20.87,1.61,1,683.5
3940,13,2,1,12.0,1,2,1,4,0,1,0,11.0,0.0,1,0.0,56.0,0,0,19.5,9.66,1,649.57
3941,14,1,0,4.0,1,0,2,6,1,1,0,10.0,3.0,3,2.0,75.0,0,1,23.13,4.83,1,738.29
3942,14,1,1,9.0,0,3,3,6,1,1,0,9.0,3.0,2,1.0,66.0,0,1,30.39,3.22,0,906.04
3943,0,1,1,3.0,0,2,1,8,1,1,0,10.0,2.0,3,0.0,65.0,0,1,18.14,3.22,1,615.28
3944,0,1,1,7.0,1,3,0,7,0,0,0,12.0,3.0,0,1.0,69.0,0,1,28.58,0.0,0,865.26
3945,5,2,0,4.0,2,0,1,4,1,1,0,12.0,0.0,2,0.0,51.0,0,0,19.05,0.0,1,638.29
3946,0,1,0,11.0,2,3,1,5,1,0,0,11.0,1.0,0,1.0,,0,1,31.3,6.44,0,926.31
3947,10,0,0,5.0,0,0,1,0,0,0,0,12.0,2.0,0,1.0,,0,1,24.49,4.83,1,770.62
3948,11,2,1,12.0,1,2,3,4,1,0,0,11.0,1.0,3,2.0,63.0,0,1,26.31,0.0,0,813.18
3949,3,1,1,1.0,1,1,2,3,1,1,0,11.0,1.0,0,1.0,55.0,0,0,22.68,1.61,1,727.5
3950,3,1,1,2.0,1,3,1,2,0,1,0,14.0,1.0,0,2.0,89.0,0,1,25.85,6.44,0,802.5
3951,10,0,1,4.0,0,0,0,7,1,0,0,13.0,1.0,1,1.0,46.0,0,1,13.61,4.83,1,496.01
3952,9,0,0,9.0,2,0,0,7,1,0,0,12.0,1.0,1,1.0,46.0,0,1,28.58,6.44,0,865.26
3953,0,1,1,11.0,2,1,2,3,1,0,0,13.0,3.0,3,2.0,75.0,0,0,36.29,3.22,0,1035.0
3954,12,0,1,4.0,0,0,1,2,0,0,0,11.0,1.0,3,1.0,60.0,0,1,8.16,4.83,2,337.96
3955,3,1,1,8.0,2,2,2,1,1,0,0,12.0,0.0,3,1.0,75.0,0,1,20.41,3.22,1,672.17
3956,3,1,0,13.0,1,2,3,3,2,1,0,9.0,2.0,3,1.0,,0,0,22.68,1.61,1,727.5
3957,5,2,1,9.0,0,1,0,7,1,1,0,10.0,1.0,0,1.0,82.0,0,1,11.34,6.44,1,432.57
3958,7,0,0,7.0,2,1,2,4,1,0,0,13.0,1.0,2,4.0,,0,1,15.88,4.83,1,556.85
3959,9,0,1,3.0,2,1,0,7,0,0,0,14.0,2.0,3,1.0,63.0,0,1,11.34,4.83,1,432.57
3960,10,0,0,10.0,2,0,1,6,0,0,0,10.0,4.0,2,1.0,62.0,0,1,23.13,4.83,1,738.29
3961,3,1,0,10.0,0,0,1,1,1,0,0,13.0,3.0,0,1.0,62.0,0,1,34.93,1.61,0,1005.77
3962,11,2,0,6.0,2,3,2,5,0,0,0,11.0,1.0,0,1.0,40.0,0,1,17.24,3.22,1,592.24
3963,12,0,0,8.0,2,0,2,4,1,0,0,9.0,2.0,2,3.0,73.0,1,1,27.67,4.83,0,844.51
3964,6,0,0,11.0,0,0,3,0,1,1,0,11.0,0.0,3,1.0,58.0,0,1,19.96,3.22,1,661.03
3965,3,3,0,2.0,2,1,1,6,1,0,0,12.0,2.0,0,2.0,78.0,0,1,17.69,3.22,1,603.8
3966,12,0,1,10.0,1,0,3,4,0,1,0,14.0,2.0,2,1.0,41.0,0,1,19.5,1.61,1,649.57
3967,2,1,1,2.0,2,0,3,6,1,0,0,14.0,3.0,3,0.0,76.0,0,0,24.95,4.83,1,781.45
3968,10,0,1,1.0,2,0,3,2,1,0,0,12.0,2.0,1,3.0,77.0,0,0,13.15,3.22,1,483.38
3969,2,1,0,3.0,1,1,2,2,1,1,0,10.0,1.0,0,1.0,55.0,0,1,31.75,4.83,0,936.28
3970,7,0,1,5.0,0,0,3,2,1,0,0,13.0,1.0,3,2.0,66.0,0,1,26.76,1.61,0,823.59
3971,12,0,0,7.0,0,2,1,3,1,0,0,9.0,1.0,3,2.0,62.0,1,1,18.6,6.44,1,626.95
3972,10,0,0,1.0,0,3,3,5,0,0,0,12.0,2.0,2,0.0,72.0,0,1,27.67,6.44,0,844.51
3973,2,1,0,6.0,0,0,1,5,0,0,0,12.0,1.0,3,2.0,64.0,0,1,15.42,4.83,1,544.7
3974,5,2,1,10.0,0,0,2,8,1,1,0,13.0,3.0,3,2.0,68.0,0,1,16.33,1.61,1,568.64
3975,11,2,1,7.0,0,0,2,0,1,1,0,10.0,2.0,0,0.0,68.0,0,0,19.05,8.05,1,638.29
3976,5,2,0,9.0,1,1,2,0,1,1,0,11.0,0.0,2,0.0,66.0,0,0,33.11,3.22,0,966.2
3977,14,1,0,7.0,0,0,2,5,0,0,0,8.0,1.0,3,3.0,79.0,0,1,34.02,1.61,0,986.05
3978,14,1,1,1.0,1,0,3,1,0,1,0,14.0,2.0,3,4.0,45.0,0,1,28.12,4.83,0,854.79
3979,4,2,0,10.0,2,0,2,4,1,0,0,13.0,1.0,1,0.0,81.0,0,1,19.96,4.83,1,661.03
3980,10,0,0,4.0,0,3,3,6,1,1,0,12.0,1.0,3,3.0,72.0,0,1,10.89,4.83,1,419.63
3981,6,0,1,8.0,1,0,0,7,1,0,0,11.0,1.0,2,3.0,69.0,0,1,22.68,4.83,1,727.5
3982,11,2,1,1.0,0,0,2,8,1,1,0,12.0,2.0,0,1.0,73.0,0,1,19.96,4.83,1,661.03
3983,7,0,1,12.0,0,1,2,1,1,1,0,10.0,2.0,3,2.0,73.0,0,0,16.78,8.05,1,580.35
3984,12,0,0,4.0,1,3,1,6,1,1,0,10.0,0.0,3,1.0,69.0,0,1,21.32,3.22,1,694.53
3985,6,0,1,9.0,1,0,2,8,0,1,1,9.0,2.0,2,4.0,72.0,0,0,22.68,8.05,1,727.5
3986,3,1,0,12.0,2,0,0,7,0,1,0,8.0,2.0,1,2.0,50.0,0,0,17.69,1.61,1,603.8
3987,7,0,0,5.0,2,1,3,1,0,1,0,12.0,1.0,3,0.0,82.0,0,0,21.77,4.83,1,705.49
3988,1,2,1,1.0,0,2,3,1,1,1,0,10.0,1.0,1,1.0,59.0,0,0,27.67,6.44,0,844.51
3989,1,2,0,5.0,2,2,2,1,0,1,0,10.0,1.0,3,4.0,59.0,0,0,21.32,1.61,1,694.53
3990,11,2,1,2.0,2,0,1,7,0,0,0,10.0,1.0,2,2.0,62.0,0,1,26.76,4.83,0,823.59
3991,3,1,1,5.0,0,3,2,4,0,0,0,13.0,1.0,3,1.0,66.0,0,1,15.42,3.22,1,544.7
3992,3,1,0,5.0,1,0,0,7,1,0,0,11.0,1.0,2,3.0,53.0,0,1,17.69,4.83,1,603.8
3993,0,1,1,13.0,1,3,2,8,0,1,0,12.0,2.0,3,3.0,58.0,0,1,27.22,1.61,0,834.19
3994,10,0,1,6.0,0,0,3,6,1,0,0,11.0,1.0,0,0.0,56.0,0,1,26.76,1.61,0,823.59
3995,10,0,1,12.0,2,0,0,7,0,0,1,10.0,1.0,3,2.0,61.0,0,0,29.94,3.22,0,895.96
3996,4,2,1,10.0,1,2,3,2,1,1,0,13.0,1.0,3,1.0,40.0,0,0,29.94,4.83,0,895.96
3997,5,2,0,12.0,2,0,1,1,1,1,0,11.0,1.0,2,1.0,83.0,0,1,29.03,4.83,0,875.45
3998,9,0,0,10.0,2,1,0,7,1,1,0,13.0,4.0,3,0.0,73.0,0,0,18.14,4.83,1,615.28
3999,1,2,1,13.0,2,1,0,7,0,1,0,10.0,0.0,1,0.0,79.0,0,0,25.85,3.22,0,802.5
4000,7,0,0,4.0,1,1,3,3,1,0,0,11.0,3.0,2,0.0,67.0,0,1,19.05,6.44,1,638.29
4001,1,2,1,3.0,0,1,2,0,1,1,0,8.0,2.0,2,1.0,55.0,0,1,16.78,3.22,1,580.35
4002,2,1,0,6.0,2,2,0,7,0,0,0,10.0,1.0,2,0.0,38.0,0,1,14.51,4.83,1,520.41
4003,0,1,0,3.0,1,1,2,8,0,1,0,12.0,2.0,0,0.0,43.0,0,0,32.21,1.61,0,946.44
4004,11,2,0,9.0,2,1,2,4,1,0,0,9.0,0.0,2,2.0,81.0,0,0,21.32,3.22,1,694.53
4005,5,2,0,7.0,2,1,1,7,0,0,0,11.0,3.0,1,2.0,49.0,0,1,13.61,3.22,1,496.01
4006,1,2,0,2.0,0,0,1,8,0,0,0,14.0,2.0,1,2.0,60.0,0,1,23.59,8.05,1,749.28
4007,4,2,0,9.0,1,0,2,2,0,1,0,11.0,4.0,1,3.0,65.0,0,1,22.68,4.83,1,727.5
4008,7,0,1,7.0,2,0,2,4,0,0,0,9.0,1.0,1,0.0,63.0,0,1,13.15,3.22,1,483.38
4009,1,2,0,7.0,1,2,3,5,0,0,0,10.0,2.0,0,4.0,58.0,0,1,19.96,0.0,1,661.03
4010,1,2,1,4.0,0,3,0,7,1,1,0,9.0,1.0,1,3.0,89.0,0,1,19.5,6.44,1,649.57
4011,3,1,0,11.0,0,2,1,1,1,0,0,10.0,0.0,3,0.0,74.0,0,1,24.49,4.83,1,770.62
